UID,SID,Count,Species,Sort,Ratio,LogAbund,Stability,Community_type
EM11_W5D7,EM11,3,Prevotella_disiens,13,0.340503307,-4.571865206,Stable,Lcrispatus
UAB116_W4D6,UAB116,3,Prevotella_disiens,13,0.344225486,-2.835936076,Stable,NonLacto
UAB007_W6D3,UAB007,3,Prevotella_disiens,13,0.390068529,-3.529558636,Unstable,Liners
UAB011_W7D1,UAB011,3,Prevotella_disiens,13,0.391249616,-2.487622359,Stable,Lgasseri
AYAC10_W1D7,AYAC10,1,Prevotella_disiens,13,0.393618635,-5.041436117,Stable,Lcrispatus
AYAC02_W9D3,AYAC02,5,Prevotella_disiens,13,0.424881637,-4.823908741,Unstable,Lcrispatus
UAB071_W1D7,UAB071,1,Prevotella_disiens,13,0.440606176,-3.100032387,Stable,NonLacto
AYAC10_W2D7,AYAC10,2,Prevotella_disiens,13,0.471322084,-3.268500681,Stable,Lcrispatus
UAB071_W3D7,UAB071,2,Prevotella_disiens,13,0.491839777,-3.363380732,Stable,NonLacto
UAB106_W9D7,UAB106,5,Prevotella_disiens,13,0.500415336,-3.371171888,Stable,Ljensenii
UAB038_W9D7,UAB038,5,Prevotella_disiens,13,0.508329046,-2.981898525,Unstable,NonLacto
UAB106_W3D7,UAB106,2,Prevotella_disiens,13,0.515660692,-3.612190321,Stable,Ljensenii
EM11_W9D7,EM11,5,Prevotella_disiens,13,0.521324917,-5.707743929,Stable,Lcrispatus
UAB079_W3D7,UAB079,2,Prevotella_disiens,13,0.541743536,-3.649083605,Stable,NonLacto
UAB079_W6D7,UAB079,3,Prevotella_disiens,13,0.54617101,-3.862718699,Stable,NonLacto
AYAC05_W9D7,AYAC05,5,Prevotella_disiens,13,0.574891906,-3.852589589,Unstable,Liners
UAB035_W2D7,UAB035,1,Prevotella_disiens,13,0.594743764,-3.443614267,Unstable,NonLacto
UAB119_W9D7,UAB119,5,Prevotella_disiens,13,0.598395037,-5.623423043,Unstable,Lcrispatus
UAB048_W3D7,UAB048,2,Prevotella_disiens,13,0.619371743,-3.935897829,Stable,NonLacto
UAB110_W7D7,UAB110,4,Prevotella_disiens,13,0.62375972,-3.626510549,Unstable,NonLacto
UAB088_W7D6,UAB088,4,Prevotella_disiens,13,0.624786891,-3.039257695,Unstable,Liners
UAB119_W3D7,UAB119,2,Prevotella_disiens,13,0.642073467,-4.308918508,Unstable,Lcrispatus
AYAC02_W5D6,AYAC02,3,Prevotella_disiens,13,0.686525185,-5.450996738,Unstable,Lcrispatus
UAB116_W9D6,UAB116,5,Prevotella_disiens,13,0.692080328,-2.843138717,Stable,NonLacto
UAB011_W3D6,UAB011,2,Prevotella_disiens,13,0.692283705,-3.313015363,Stable,Lgasseri
UAB011_W7D7,UAB011,4,Prevotella_disiens,13,0.722374429,-2.238202319,Stable,Lgasseri
EM10_W4D7,EM10,3,Prevotella_disiens,13,0.740596244,-4.772113295,Stable,Liners
UAB082_W10D2,UAB082,5,Prevotella_disiens,13,0.742512326,-3.389308969,Unstable,NonLacto
UAB010_W7D5,UAB010,4,Prevotella_disiens,13,0.771497931,-4.623423043,Unstable,Lcrispatus
UAB052_W8D3,UAB052,4,Prevotella_disiens,13,0.814205369,-3.785161448,Unstable,NonLacto
UAB077_W1D7,UAB077,1,Prevotella_disiens,13,0.830991925,-2.489427646,Stable,NonLacto
UAB060_W3D7,UAB060,2,Prevotella_disiens,13,0.838455595,-2.48907622,Stable,NonLacto
UAB060_W5D7,UAB060,3,Prevotella_disiens,13,0.840318598,-1.999839992,Stable,NonLacto
UAB096_W7D3,UAB096,4,Prevotella_disiens,13,0.841950453,-4.068033885,Unstable,NonLacto
UAB079_W2D2,UAB079,1,Prevotella_disiens,13,0.897925669,-3.504550024,Stable,NonLacto
UAB093_W4D2,UAB093,2,Prevotella_disiens,13,0.898999271,-4.920818754,Stable,Lcrispatus
AYAC10_W5D4,AYAC10,3,Prevotella_disiens,13,0.902111723,-4.744727495,Stable,Lcrispatus
UAB079_W10D1,UAB079,5,Prevotella_disiens,13,0.92837042,-4.233587153,Stable,NonLacto
UAB071_W10D2,UAB071,5,Prevotella_disiens,13,1.006779629,-3.437450204,Stable,NonLacto
UAB028_W7D7,UAB028,4,Prevotella_disiens,13,1.027342193,-4.48148606,Unstable,Lcrispatus
AYAC03_W8D6,AYAC03,4,Prevotella_disiens,13,1.04620068,-4.208309351,Unstable,NonLacto
UAB052_W10D2,UAB052,5,Prevotella_disiens,13,1.047197011,-3.11836089,Unstable,NonLacto
UAB044_W5D7,UAB044,3,Prevotella_disiens,13,1.052568849,-4.068033885,Unstable,Lgasseri
UAB028_W1D7,UAB028,1,Prevotella_disiens,13,1.059782855,-5.07211659,Unstable,Lcrispatus
UAB011_W1D7,UAB011,1,Prevotella_disiens,13,1.092651283,-3.075808616,Stable,Lgasseri
AYAC10_W8D1,AYAC10,4,Prevotella_disiens,13,1.120793216,-4.59345982,Stable,Lcrispatus
UAB117_W8D1,UAB117,4,Prevotella_disiens,13,1.182172333,-4.30980392,Stable,Liners
UAB129_W7D7,UAB129,4,Prevotella_disiens,13,1.204030539,-5.216811309,Unstable,NonLacto
UAB122_W9D6,UAB122,5,Prevotella_disiens,13,1.206038652,-3.657644443,Unstable,Lcrispatus
UAB039_W9D7,UAB039,5,Prevotella_disiens,13,1.22715727,-4.181114585,Unstable,NonLacto
UAB096_W1D5,UAB096,1,Prevotella_disiens,13,1.24545798,-3.58682937,Unstable,NonLacto
UAB048_W5D2,UAB048,3,Prevotella_disiens,13,1.262538936,-3.935066793,Stable,NonLacto
UAB082_W3D7,UAB082,2,Prevotella_disiens,13,1.295910129,-4.257274869,Unstable,NonLacto
UAB060_W10D2,UAB060,5,Prevotella_disiens,13,1.336217112,-4.284832642,Stable,NonLacto
UAB117_W1D6,UAB117,1,Prevotella_disiens,13,1.366444222,-4.488116639,Stable,Liners
UAB002_W1D4,UAB002,1,Prevotella_disiens,13,1.404052151,-5.896196279,Unstable,Lcrispatus
UAB077_W5D7,UAB077,3,Prevotella_disiens,13,1.44519427,-3.259364975,Stable,NonLacto
UAB038_W5D7,UAB038,3,Prevotella_disiens,13,1.464513505,-4.373659633,Unstable,NonLacto
UAB015_W9D4,UAB015,4,Prevotella_disiens,13,1.477472043,-3.203428442,Unstable,NonLacto
UAB044_W3D7,UAB044,2,Prevotella_disiens,13,1.491467185,-4.313363731,Unstable,Lgasseri
UAB048_W1D7,UAB048,1,Prevotella_disiens,13,1.491755256,-5.022276395,Stable,NonLacto
UAB088_W10D1,UAB088,5,Prevotella_disiens,13,1.553172722,-4.166215625,Unstable,Liners
UAB039_W5D7,UAB039,3,Prevotella_disiens,13,1.659629866,-4.603800653,Unstable,NonLacto
UAB093_W9D6,UAB093,5,Prevotella_disiens,13,1.722389606,-5.069560405,Stable,Lcrispatus
EM11_W3D6,EM11,2,Prevotella_disiens,13,1.795130877,-5.507239611,Stable,Lcrispatus
UAB096_W5D3,UAB096,3,Prevotella_disiens,13,1.805938367,-4.224025669,Unstable,NonLacto
UAB093_W7D7,UAB093,4,Prevotella_disiens,13,1.811389706,-5.308034897,Stable,Lcrispatus
UAB039_W7D7,UAB039,4,Prevotella_disiens,13,1.821267959,-5.237321436,Unstable,NonLacto
UAB096_W3D3,UAB096,2,Prevotella_disiens,13,1.91760093,-4.416801226,Unstable,NonLacto
UAB044_W1D7,UAB044,1,Prevotella_disiens,13,2.060683017,-5.271646218,Unstable,Lgasseri
UAB093_W1D7,UAB093,1,Prevotella_disiens,13,2.063791493,-5.982966661,Stable,Lcrispatus
UAB093_W5D7,UAB093,3,Prevotella_disiens,13,2.081670046,-6.692503962,Stable,Lcrispatus
AYAC03_W4D7,AYAC03,2,Prevotella_disiens,13,2.110818691,-5.913640169,Unstable,NonLacto
UAB079_W7D6,UAB079,4,Prevotella_disiens,13,2.115369522,-3.760247689,Stable,NonLacto
AYAC02_W7D5,AYAC02,4,Prevotella_disiens,13,2.170338225,-4.730487056,Unstable,Lcrispatus
UAB122_W6D5,UAB122,4,Prevotella_disiens,13,2.183783689,-5.732828272,Unstable,Lcrispatus
AYAC03_W7D5,AYAC03,3,Prevotella_disiens,13,2.235924055,-4.920818754,Unstable,NonLacto
UAB119_W1D7,UAB119,1,Prevotella_disiens,13,2.28068551,-5.154281982,Unstable,Lcrispatus
UAB129_W10D2,UAB129,5,Prevotella_disiens,13,2.396858538,-4.946921557,Unstable,NonLacto
AYAC10_W9D5,AYAC10,5,Prevotella_disiens,13,2.451710956,-6.515700161,Stable,Lcrispatus
EM09_W4D4,EM09,2,Prevotella_disiens,13,2.484043299,-5.447331784,Unstable,Liners
UAB052_W4D2,UAB052,2,Prevotella_disiens,13,2.582932228,-5.205511953,Unstable,NonLacto
UAB039_W1D7,UAB039,1,Prevotella_disiens,13,2.620502212,-5.458420756,Unstable,NonLacto
UAB110_W10D4,UAB110,5,Prevotella_disiens,13,2.651958647,-4.701146924,Unstable,NonLacto
UAB052_W1D5,UAB052,1,Prevotella_disiens,13,2.705496272,-5.503070352,Unstable,NonLacto
AYAC09_W9D7,AYAC09,5,Prevotella_disiens,13,2.741151599,-8,Stable,Lcrispatus
UAB039_W3D6,UAB039,2,Prevotella_disiens,13,2.849114584,-5.749579998,Unstable,NonLacto
UAB088_W6D1,UAB088,3,Prevotella_disiens,13,2.946181833,-5.159893906,Unstable,Liners
EM09_W6D7,EM09,3,Prevotella_disiens,13,2.966535881,-5.801342913,Unstable,Liners
UAB002_W5D7,UAB002,3,Prevotella_disiens,13,2.968920853,-6.448550002,Unstable,Lcrispatus
EM09_W9D6,EM09,5,Prevotella_disiens,13,3.108071218,-5.742321425,Unstable,Liners
UAB088_W2D1,UAB088,1,Prevotella_disiens,13,3.459137394,-5.567030709,Unstable,Liners
UAB119_W5D7,UAB119,3,Prevotella_disiens,13,4.04799096,-8,Unstable,Lcrispatus
AYAC09_W3D4,AYAC09,2,Prevotella_disiens,13,4.365323216,-5.444905551,Stable,Lcrispatus
UAB035_W7D4,UAB035,4,Prevotella_disiens,13,4.885619571,-8,Unstable,NonLacto
UAB122_W4D7,UAB122,3,Prevotella_disiens,13,5.49066374,-8,Unstable,Lcrispatus
UAB129_W3D3,UAB129,2,Prevotella_disiens,13,5.815401804,-8,Unstable,NonLacto
UAB122_W3D4,UAB122,2,Prevotella,14,-3.854860673,-0.837643289,Unstable,Lcrispatus
AYAC03_W9D7,AYAC03,5,Prevotella,14,-3.275136846,-1.526206067,Unstable,NonLacto
UAB021_W3D7,UAB021,2,Prevotella,14,-2.790972022,-1.540642061,Stable,NonLacto
UAB010_W5D6,UAB010,3,Prevotella,14,-2.444745794,-2.402965861,Unstable,Lcrispatus
AYAC09_W5D7,AYAC09,3,Prevotella,14,-2.430916261,-2.87272735,Stable,Lcrispatus
UAB021_W5D7,UAB021,3,Prevotella,14,-1.652645047,-1.638465166,Stable,NonLacto
UAB007_W7D7,UAB007,4,Prevotella,14,-1.58719128,-2.317740541,Unstable,Liners
AYAC02_W1D7,AYAC02,1,Prevotella,14,-1.407059935,-3.659452777,Unstable,Lcrispatus
UAB060_W5D7,UAB060,3,Prevotella,14,-1.302397543,-1.382716893,Stable,NonLacto
EM04_W3D7,EM04,2,Prevotella,14,-1.287613665,-3.077909065,Stable,Ljensenii
UAB060_W3D7,UAB060,2,Prevotella,14,-1.274498573,-0.969500416,Stable,NonLacto
UAB015_W3D1,UAB015,2,Prevotella,14,-1.229273299,-2.396482576,Unstable,NonLacto
UAB077_W3D1,UAB077,2,Prevotella,14,-1.205970857,-2.499009929,Stable,NonLacto
UAB015_W1D5,UAB015,1,Prevotella,14,-1.198825587,-2.196526155,Unstable,NonLacto
EM10_W6D5,EM10,4,Prevotella,14,-1.169142998,-3.559015395,Stable,Liners
UAB052_W5D7,UAB052,3,Prevotella,14,-1.137489037,-2.361176415,Unstable,NonLacto
AYAC09_W7D4,AYAC09,4,Prevotella,14,-1.072117067,-2.528884537,Stable,Lcrispatus
UAB110_W6D2,UAB110,3,Prevotella,14,-1.013947566,-2.164588037,Unstable,NonLacto
UAB077_W8D2,UAB077,4,Prevotella,14,-0.9794333,-2.900025671,Stable,NonLacto
AYAC02_W3D1,AYAC02,2,Prevotella,14,-0.969284515,-4.373659633,Unstable,Lcrispatus
UAB028_W5D5,UAB028,3,Prevotella,14,-0.944961779,-2.245584232,Unstable,Lcrispatus
UAB110_W3D7,UAB110,2,Prevotella,14,-0.834674735,-2.180141381,Unstable,NonLacto
UAB035_W9D7,UAB035,5,Prevotella,14,-0.763016364,-1.547149589,Unstable,NonLacto
UAB117_W9D6,UAB117,5,Prevotella,14,-0.761199638,-3.396815557,Stable,Liners
UAB122_W1D7,UAB122,1,Prevotella,14,-0.747795178,-4.655607726,Unstable,Lcrispatus
UAB116_W4D6,UAB116,3,Prevotella,14,-0.674531811,-1.496843605,Stable,NonLacto
UAB007_W1D7,UAB007,1,Prevotella,14,-0.647650918,-2.997543641,Unstable,Liners
UAB082_W5D7,UAB082,3,Prevotella,14,-0.635699741,-2.835492789,Unstable,NonLacto
EM09_W8D5,EM09,4,Prevotella,14,-0.602225248,-2.113721398,Unstable,Liners
UAB015_W10D7,UAB015,5,Prevotella,14,-0.579683829,-2.237666459,Unstable,NonLacto
UAB015_W9D4,UAB015,4,Prevotella,14,-0.561243762,-2.472712644,Unstable,NonLacto
UAB071_W7D7,UAB071,4,Prevotella,14,-0.560240651,-2.462283134,Stable,NonLacto
AYAC05_W1D6,AYAC05,1,Prevotella,14,-0.445041252,-2.798104406,Unstable,Liners
UAB011_W9D7,UAB011,5,Prevotella,14,-0.415403071,-2.502904411,Stable,Lgasseri
UAB011_W3D6,UAB011,2,Prevotella,14,-0.314777517,-3.582480147,Stable,Lgasseri
AYAC05_W7D7,AYAC05,4,Prevotella,14,-0.305267049,-4.510041521,Unstable,Liners
AYAC03_W1D7,AYAC03,1,Prevotella,14,-0.220798262,-1.512716761,Unstable,NonLacto
UAB022_W10D1,UAB022,5,Prevotella,14,-0.194271556,-1.463029956,Stable,NonLacto
UAB022_W6D1,UAB022,3,Prevotella,14,-0.193762316,-1.514980441,Stable,NonLacto
UAB077_W1D7,UAB077,1,Prevotella,14,-0.136641196,-2.559246725,Stable,NonLacto
UAB119_W7D7,UAB119,4,Prevotella,14,-0.13660374,-3.967421528,Unstable,Lcrispatus
UAB022_W2D1,UAB022,1,Prevotella,14,-0.123914812,-1.611398475,Stable,NonLacto
UAB010_W3D1,UAB010,2,Prevotella,14,-0.12066759,-4.43062609,Unstable,Lcrispatus
UAB007_W9D7,UAB007,5,Prevotella,14,-0.119326792,-3.36958433,Unstable,Liners
UAB011_W7D1,UAB011,3,Prevotella,14,-0.115471617,-2.803388909,Stable,Lgasseri
UAB052_W10D2,UAB052,5,Prevotella,14,-0.110563838,-2.879700221,Unstable,NonLacto
UAB082_W2D5,UAB082,1,Prevotella,14,-0.090367607,-1.574191041,Unstable,NonLacto
UAB082_W3D7,UAB082,2,Prevotella,14,-0.089909782,-2.621159671,Unstable,NonLacto
UAB035_W2D7,UAB035,1,Prevotella,14,-0.075245743,-2.603025371,Unstable,NonLacto
UAB035_W3D6,UAB035,2,Prevotella,14,-0.046640266,-2.20686721,Unstable,NonLacto
UAB060_W1D6,UAB060,1,Prevotella,14,-0.02964632,-1.925170363,Stable,NonLacto
UAB116_W9D6,UAB116,5,Prevotella,14,-0.007140334,-1.774269812,Stable,NonLacto
UAB077_W9D7,UAB077,5,Prevotella,14,-0.003545941,-2.94178586,Stable,NonLacto
UAB129_W1D7,UAB129,1,Prevotella,14,0.003355837,-3.170198521,Unstable,NonLacto
UAB079_W2D2,UAB079,1,Prevotella,14,0.004140181,-1.521985192,Stable,NonLacto
UAB048_W9D7,UAB048,5,Prevotella,14,0.006204312,-4.555955204,Stable,NonLacto
UAB071_W1D7,UAB071,1,Prevotella,14,0.0191285,-2.581249728,Stable,NonLacto
UAB011_W7D7,UAB011,4,Prevotella,14,0.020838906,-2.656490378,Stable,Lgasseri
AYAC10_W2D7,AYAC10,2,Prevotella,14,0.071236613,-5.003050752,Stable,Lcrispatus
UAB038_W2D2,UAB038,1,Prevotella,14,0.082967881,-2.636003154,Unstable,NonLacto
UAB071_W5D7,UAB071,3,Prevotella,14,0.180257099,-2.056210037,Stable,NonLacto
UAB044_W7D7,UAB044,4,Prevotella,14,0.181437929,-3.02876684,Unstable,Lgasseri
UAB117_W8D1,UAB117,4,Prevotella,14,0.20969986,-4.215382707,Stable,Liners
UAB116_W6D7,UAB116,4,Prevotella,14,0.253258189,-2.163676517,Stable,NonLacto
UAB071_W3D7,UAB071,2,Prevotella,14,0.327063535,-2.912446789,Stable,NonLacto
UAB022_W4D1,UAB022,2,Prevotella,14,0.327860532,-1.9007302,Stable,NonLacto
EM11_W7D7,EM11,4,Prevotella,14,0.338040749,-5.787812396,Stable,Lcrispatus
UAB071_W10D2,UAB071,5,Prevotella,14,0.372262849,-2.927798646,Stable,NonLacto
UAB096_W9D7,UAB096,5,Prevotella,14,0.381790807,-3.222837895,Unstable,NonLacto
EM04_W1D7,EM04,1,Prevotella,14,0.407966682,-3.710555985,Stable,Ljensenii
UAB106_W1D7,UAB106,1,Prevotella,14,0.408839406,-4.742321425,Stable,Ljensenii
UAB021_W8D3,UAB021,4,Prevotella,14,0.42092223,-1.483982439,Stable,NonLacto
UAB028_W7D7,UAB028,4,Prevotella,14,0.435802226,-3.875994914,Unstable,Lcrispatus
UAB110_W7D7,UAB110,4,Prevotella,14,0.447552156,-3.410096175,Unstable,NonLacto
AYAC05_W9D7,AYAC05,5,Prevotella,14,0.464720308,-3.881831206,Unstable,Liners
AYAC09_W1D7,AYAC09,1,Prevotella,14,0.466055829,-5.798602876,Stable,Lcrispatus
UAB088_W4D1,UAB088,2,Prevotella,14,0.509788947,-3.617082865,Unstable,Liners
UAB116_W1D7,UAB116,1,Prevotella,14,0.5367341,-2.428170328,Stable,NonLacto
UAB006_W7D7,UAB006,4,Prevotella,14,0.563706275,-2.302989342,Unstable,NonLacto
UAB006_W2D2,UAB006,1,Prevotella,14,0.601429047,-3.142983085,Unstable,NonLacto
UAB011_W1D7,UAB011,1,Prevotella,14,0.641690927,-3.657113661,Stable,Lgasseri
UAB035_W5D7,UAB035,3,Prevotella,14,0.650507576,-2.780530742,Unstable,NonLacto
UAB007_W6D3,UAB007,3,Prevotella,14,0.660015907,-3.192809432,Unstable,Liners
UAB002_W7D7,UAB002,4,Prevotella,14,0.684933324,-4.514278574,Unstable,Lcrispatus
EM10_W3D2,EM10,2,Prevotella,14,0.752150142,-4.40560745,Stable,Liners
EM10_W4D7,EM10,3,Prevotella,14,0.764419225,-5.177831921,Stable,Liners
UAB006_W9D7,UAB006,5,Prevotella,14,0.766696893,-1.324783498,Unstable,NonLacto
UAB038_W3D7,UAB038,2,Prevotella,14,0.777843199,-3.183075638,Unstable,NonLacto
UAB060_W7D7,UAB060,4,Prevotella,14,0.787031357,-2.742037667,Stable,NonLacto
UAB106_W5D4,UAB106,3,Prevotella,14,0.831834885,-4.782516056,Stable,Ljensenii
UAB079_W6D7,UAB079,3,Prevotella,14,0.842898159,-2.187019767,Stable,NonLacto
EM10_W8D7,EM10,5,Prevotella,14,0.868842143,-4.675717545,Stable,Liners
UAB106_W7D7,UAB106,4,Prevotella,14,0.877778532,-3.726660689,Stable,Ljensenii
UAB117_W3D6,UAB117,2,Prevotella,14,0.914754501,-3.351684885,Stable,Liners
UAB077_W5D7,UAB077,3,Prevotella,14,0.95806962,-4.251811973,Stable,NonLacto
UAB060_W10D2,UAB060,5,Prevotella,14,1.006284641,-3.843184418,Stable,NonLacto
UAB079_W7D6,UAB079,4,Prevotella,14,1.01377396,-2.081638981,Stable,NonLacto
AYAC05_W5D5,AYAC05,3,Prevotella,14,1.017396157,-2.975851062,Unstable,Liners
UAB038_W7D4,UAB038,4,Prevotella,14,1.042867601,-3.139871703,Unstable,NonLacto
UAB110_W1D7,UAB110,1,Prevotella,14,1.064884507,-3.591917834,Unstable,NonLacto
UAB044_W9D7,UAB044,5,Prevotella,14,1.159824515,-4.117475462,Unstable,Lgasseri
UAB028_W3D7,UAB028,2,Prevotella,14,1.184776882,-3.292023821,Unstable,Lcrispatus
UAB106_W3D7,UAB106,2,Prevotella,14,1.216700096,-4.161150909,Stable,Ljensenii
EM10_W1D7,EM10,1,Prevotella,14,1.2435381,-5.304518324,Stable,Liners
UAB052_W1D5,UAB052,1,Prevotella,14,1.24885234,-4.041436117,Unstable,NonLacto
UAB079_W3D7,UAB079,2,Prevotella,14,1.33308348,-2.420122355,Stable,NonLacto
AYAC09_W9D7,AYAC09,5,Prevotella,14,1.364194852,-5.197226275,Stable,Lcrispatus
UAB002_W5D7,UAB002,3,Prevotella,14,1.397087449,-5.385102784,Unstable,Lcrispatus
AYAC05_W3D7,AYAC05,2,Prevotella,14,1.47718252,-4.617982957,Unstable,Liners
UAB010_W7D5,UAB010,4,Prevotella,14,1.530987356,-6.585026652,Unstable,Lcrispatus
EM09_W2D3,EM09,1,Prevotella,14,1.531585363,-3.820161072,Unstable,Liners
AYAC10_W1D7,AYAC10,1,Prevotella,14,1.567007484,-5.728158393,Stable,Lcrispatus
AYAC03_W4D7,AYAC03,2,Prevotella,14,1.599115611,-6.13076828,Unstable,NonLacto
UAB106_W9D7,UAB106,5,Prevotella,14,1.64030292,-4.195860568,Stable,Ljensenii
UAB122_W9D6,UAB122,5,Prevotella,14,1.663935379,-3.771168641,Unstable,Lcrispatus
AYAC03_W8D6,AYAC03,4,Prevotella,14,1.684342931,-5.386158178,Unstable,NonLacto
UAB082_W10D2,UAB082,5,Prevotella,14,1.737435105,-3.536426507,Unstable,NonLacto
UAB093_W7D7,UAB093,4,Prevotella,14,1.739403518,-5.503070352,Stable,Lcrispatus
UAB048_W7D7,UAB048,4,Prevotella,14,1.777717449,-4.389339837,Stable,NonLacto
UAB038_W9D7,UAB038,5,Prevotella,14,1.794738069,-3.748607584,Unstable,NonLacto
UAB117_W5D6,UAB117,3,Prevotella,14,1.861929211,-4.101823517,Stable,Liners
UAB129_W5D7,UAB129,3,Prevotella,14,1.873569881,-3.475894803,Unstable,NonLacto
UAB096_W7D3,UAB096,4,Prevotella,14,1.886121316,-4.692503962,Unstable,NonLacto
UAB044_W5D7,UAB044,3,Prevotella,14,1.88683972,-4.091514981,Unstable,Lgasseri
UAB039_W9D7,UAB039,5,Prevotella,14,1.984624375,-4.651695137,Unstable,NonLacto
UAB093_W4D2,UAB093,2,Prevotella,14,2.006898486,-5.007004902,Stable,Lcrispatus
EM11_W1D7,EM11,1,Prevotella,14,2.012234456,-6.978810701,Stable,Lcrispatus
AYAC02_W9D3,AYAC02,5,Prevotella,14,2.04564298,-5.782516056,Unstable,Lcrispatus
UAB048_W3D7,UAB048,2,Prevotella,14,2.091061236,-5.185086819,Stable,NonLacto
AYAC10_W5D4,AYAC10,3,Prevotella,14,2.20565877,-6.068542129,Stable,Lcrispatus
UAB096_W1D5,UAB096,1,Prevotella,14,2.207767154,-4.029653124,Unstable,NonLacto
UAB088_W7D6,UAB088,4,Prevotella,14,2.280483059,-4.385102784,Unstable,Liners
UAB119_W1D7,UAB119,1,Prevotella,14,2.284859061,-4.410050399,Unstable,Lcrispatus
UAB079_W10D1,UAB079,5,Prevotella,14,2.287871113,-3.198166325,Stable,NonLacto
UAB117_W1D6,UAB117,1,Prevotella,14,2.290106369,-5.443697499,Stable,Liners
AYAC02_W7D5,AYAC02,4,Prevotella,14,2.322512531,-5.239577517,Unstable,Lcrispatus
UAB044_W3D7,UAB044,2,Prevotella,14,2.323218707,-4.488116639,Unstable,Lgasseri
AYAC09_W3D4,AYAC09,2,Prevotella,14,2.334012212,-5.928117993,Stable,Lcrispatus
UAB028_W1D7,UAB028,1,Prevotella,14,2.345955203,-5.555955204,Unstable,Lcrispatus
UAB028_W9D7,UAB028,5,Prevotella,14,2.35525545,-4.266000713,Unstable,Lcrispatus
UAB044_W1D7,UAB044,1,Prevotella,14,2.402626298,-5.255707017,Unstable,Lgasseri
UAB039_W5D7,UAB039,3,Prevotella,14,2.4053073,-4.966576245,Unstable,NonLacto
UAB038_W5D7,UAB038,3,Prevotella,14,2.418422135,-4.411168274,Unstable,NonLacto
UAB119_W3D7,UAB119,2,Prevotella,14,2.448279608,-5.542118103,Unstable,Lcrispatus
UAB096_W5D3,UAB096,3,Prevotella,14,2.473035478,-4.602059991,Unstable,NonLacto
UAB039_W7D7,UAB039,4,Prevotella,14,2.627386437,-5.669586227,Unstable,NonLacto
UAB088_W10D1,UAB088,5,Prevotella,14,2.632079634,-5.302770657,Unstable,Liners
UAB093_W5D7,UAB093,3,Prevotella,14,2.732615082,-6.542118103,Stable,Lcrispatus
AYAC10_W8D1,AYAC10,4,Prevotella,14,2.741172119,-5.772113295,Stable,Lcrispatus
UAB110_W10D4,UAB110,5,Prevotella,14,2.741961107,-4.59345982,Unstable,NonLacto
UAB122_W6D5,UAB122,4,Prevotella,14,2.793873233,-6.124938737,Unstable,Lcrispatus
UAB002_W9D7,UAB002,5,Prevotella,14,2.797095647,-5.621602099,Unstable,Lcrispatus
UAB119_W5D7,UAB119,3,Prevotella,14,2.867910607,-6.372634143,Unstable,Lcrispatus
EM11_W9D7,EM11,5,Prevotella,14,2.932980822,-8,Stable,Lcrispatus
UAB096_W3D3,UAB096,2,Prevotella,14,3.088951157,-5.077274542,Unstable,NonLacto
UAB052_W8D3,UAB052,4,Prevotella,14,3.109546577,-4.067019178,Unstable,NonLacto
UAB048_W1D7,UAB048,1,Prevotella,14,3.109724533,-6.982966661,Stable,NonLacto
UAB002_W1D4,UAB002,1,Prevotella,14,3.12066511,-5.790484985,Unstable,Lcrispatus
EM09_W9D6,EM09,5,Prevotella,14,3.193710116,-5.709965389,Unstable,Liners
UAB039_W3D6,UAB039,2,Prevotella,14,3.219557163,-5.047207557,Unstable,NonLacto
AYAC02_W5D6,AYAC02,3,Prevotella,14,3.238046103,-8,Unstable,Lcrispatus
EM11_W3D6,EM11,2,Prevotella,14,3.310163522,-6.835647144,Stable,Lcrispatus
UAB119_W9D7,UAB119,5,Prevotella,14,3.376576957,-8,Unstable,Lcrispatus
EM11_W5D7,EM11,3,Prevotella,14,3.378397901,-8,Stable,Lcrispatus
AYAC10_W9D5,AYAC10,5,Prevotella,14,3.401428604,-6.038578906,Stable,Lcrispatus
UAB048_W5D2,UAB048,3,Prevotella,14,3.482036205,-5.991399828,Stable,NonLacto
UAB039_W1D7,UAB039,1,Prevotella,14,3.501244116,-5.931814138,Unstable,NonLacto
UAB088_W2D1,UAB088,1,Prevotella,14,3.680789791,-6.160521953,Unstable,Liners
UAB093_W1D7,UAB093,1,Prevotella,14,3.741379736,-6.235077015,Stable,Lcrispatus
UAB129_W10D2,UAB129,5,Prevotella,14,4.005187017,-6.294136288,Unstable,NonLacto
EM09_W6D7,EM09,3,Prevotella,14,4.157697905,-7.375717904,Unstable,Liners
AYAC03_W7D5,AYAC03,3,Prevotella,14,4.170395887,-5.690369833,Unstable,NonLacto
EM09_W4D4,EM09,2,Prevotella,14,4.292969008,-6.459670525,Unstable,Liners
UAB052_W4D2,UAB052,2,Prevotella,14,4.474842878,-6.659555885,Unstable,NonLacto
UAB129_W7D7,UAB129,4,Prevotella,14,4.522150692,-8,Unstable,NonLacto
UAB093_W9D6,UAB093,5,Prevotella,14,5.102163302,-8,Stable,Lcrispatus
UAB088_W6D1,UAB088,3,Prevotella,14,5.341165357,-8,Unstable,Liners
UAB035_W7D4,UAB035,4,Prevotella,14,5.936334911,-8,Unstable,NonLacto
UAB122_W4D7,UAB122,3,Prevotella,14,5.953307819,-8,Unstable,Lcrispatus
UAB129_W3D3,UAB129,2,Prevotella,14,6.018669589,-8,Unstable,NonLacto
